SaleID,DateKey,OrderKey,ProductKey,StoreKey,EmployeeKey,Quantity,SalesAmount
112,20250328,20055,189,3,26,5,6331.36
113,20250511,22244,270,9,12,1,1349.5
114,20250119,21240,201,8,13,2,481.44
115,20250619,21511,109,5,32,5,888.07
116,20250305,21241,209,2,31,2,5666.52
117,20250209,23355,65,8,29,4,645.42
118,20250422,25034,172,7,33,5,990.14
119,20250316,23153,276,2,29,4,4903.17
120,20250208,24712,149,5,18,5,2375.64
121,20250119,21649,214,10,32,3,548.99
122,20250414,23350,259,8,17,5,482.57
123,20250326,21884,208,1,42,4,6549.12
124,20250223,21530,17,8,13,1,1363.1
125,20250222,20880,248,7,29,5,422.2
126,20250319,20338,107,1,36,5,3707.72
127,20250127,25360,164,4,43,1,1311.41
128,20250412,23300,144,9,35,1,228.3
129,20250204,24406,30,3,8,5,3247.65
130,20250627,25035,188,4,13,1,2151.98
131,20250621,21975,289,2,31,5,3768.06
132,20250304,22131,45,2,21,5,3797.4
133,20250407,23493,7,2,33,4,2107.44
134,20250408,22894,31,3,19,4,3178.4
135,20250416,25350,90,1,10,3,6752.87
136,20250604,21080,75,8,22,1,1193.95
137,20250207,23492,51,9,50,2,1987.63
138,20250417,21028,34,6,4,5,916.4
139,20250324,23933,298,5,32,1,889.55
140,20250607,24289,33,7,3,5,444.71
141,20250401,21507,217,10,34,4,1059.7
142,20250113,24370,110,7,27,5,1879.0
143,20250523,25519,84,2,8,3,5814.0
144,20250227,23859,101,1,4,5,4212.62
145,20250313,21620,297,8,2,2,348.96
146,20250209,20215,27,10,22,4,218.02
147,20250111,23952,4,3,41,2,3989.02
148,20250512,22674,230,5,40,5,2129.58
149,20250607,21408,33,9,15,2,1717.61
150,20250131,22705,90,8,10,5,611.14
151,20250528,23716,90,4,50,3,1266.89
152,20250317,24856,128,5,36,3,900.37
153,20250405,22390,121,8,42,1,1587.54
154,20250321,22958,138,9,30,5,1166.61
155,20250611,24703,89,1,48,3,2287.15
156,20250416,24905,268,7,16,4,590.03
157,20250613,25322,188,6,42,1,1770.58
158,20250328,24458,125,5,35,4,3045.26
159,20250508,23808,17,6,40,5,904.47
160,20250130,23636,75,1,7,1,5658.73
161,20250531,25789,257,4,1,3,2867.89
162,20250129,23071,216,4,38,4,1365.59
163,20250113,20684,160,5,26,1,849.64
164,20250623,21638,107,2,21,2,6433.28
165,20250422,21363,90,1,25,1,6246.04
166,20250410,22264,67,10,49,4,572.72
167,20250228,21894,60,7,25,1,1708.18
168,20250521,21280,98,5,7,1,941.71
169,20250626,23678,62,2,39,5,4376.79
170,20250306,20379,172,5,49,1,1654.38
171,20250527,22966,15,10,36,1,1398.58
172,20250103,20047,171,10,27,4,1812.78
173,20250210,23418,116,4,24,5,2521.76
174,20250421,21955,186,6,12,3,1034.98
175,20250108,21230,96,2,34,4,3199.04
176,20250114,23252,213,8,21,4,1989.65
177,20250529,21374,99,1,24,4,2842.66
178,20250121,25442,155,8,38,1,998.83
179,20250508,22762,99,6,10,2,2071.21
180,20250609,25064,253,8,45,3,1754.74
181,20250201,22588,270,3,30,5,3968.83
182,20250515,24873,60,10,26,5,1465.65
183,20250128,22599,59,4,6,1,1066.31
184,20250309,20951,81,5,19,5,1238.7
185,20250320,23412,226,5,14,1,3483.8
186,20250501,25849,136,4,6,5,1997.91
187,20250413,24892,165,1,20,3,5411.97
188,20250502,20041,99,1,17,1,4713.74
189,20250124,24039,207,2,6,4,5247.65
190,20250222,25327,19,1,8,1,3934.76
191,20250517,21816,47,3,43,5,4259.67
192,20250108,22003,163,2,31,5,4275.39
193,20250419,22127,7,7,2,1,843.78
194,20250616,22599,149,10,9,4,314.89
195,20250423,24530,77,1,19,1,5548.04
196,20250313,21686,139,2,49,2,4105.73
197,20250118,21001,130,5,31,3,3393.06
198,20250422,21184,141,5,49,5,2578.97
199,20250116,25278,218,3,19,2,2634.65
200,20250419,24188,134,2,26,1,5982.97
201,20250602,22849,51,4,41,3,2200.0
202,20250313,25648,217,10,26,3,467.85
203,20250507,22349,218,3,17,3,2323.15
204,20250301,20808,222,4,49,3,2855.37
205,20250103,23524,18,10,50,3,1626.52
206,20250626,21747,244,5,42,1,1079.18
207,20250316,25250,218,4,48,2,2533.02
208,20250104,24067,279,2,39,1,5784.57
209,20250528,25608,165,8,29,4,1163.95
210,20250515,21864,8,1,18,1,2557.38
211,20250313,25233,146,6,32,3,2511.8
212,20250310,25752,115,8,24,5,632.8
213,20250604,23915,18,8,7,4,647.5
214,20250209,22973,124,9,5,4,1589.18
215,20250102,24617,110,6,31,1,931.71
216,20250130,24247,168,2,40,4,6559.68
217,20250425,22201,10,9,48,5,1230.14
218,20250106,22684,182,6,3,5,1256.71
219,20250527,21255,258,6,5,5,2104.35
220,20250209,23200,204,5,33,1,2006.66
221,20250605,24962,89,7,19,1,1903.39
222,20250125,20741,178,7,18,1,1891.83
223,20250505,24201,14,7,33,5,519.5
224,20250221,20730,63,1,10,1,3968.76
225,20250327,24938,72,8,36,2,1885.79
226,20250121,21519,169,3,25,4,3048.34
227,20250101,25654,110,8,34,3,446.61
228,20250214,25645,236,7,45,1,421.92
229,20250313,21430,255,5,42,4,1048.21
230,20250322,25330,252,4,15,4,1188.73
231,20250126,25540,159,5,47,2,1285.73
232,20250217,20285,225,1,39,2,5046.01
233,20250405,25321,261,8,30,1,669.63
234,20250315,21176,176,10,4,3,1476.04
235,20250326,21854,2,10,50,5,444.69
236,20250625,24485,252,6,32,5,1769.01
237,20250317,25501,94,10,32,2,602.73
238,20250427,21221,114,8,34,1,1252.95
239,20250119,21046,299,7,10,1,1929.61
240,20250127,25405,38,4,16,2,1665.67
241,20250502,22689,97,1,24,1,2534.52
242,20250414,24725,143,3,34,3,6342.28
243,20250205,25975,65,2,12,2,2852.65
244,20250523,23966,128,3,34,3,6531.74
245,20250528,22494,107,8,38,1,306.62
246,20250515,22894,288,4,29,5,2096.1
247,20250213,21015,116,4,8,4,2095.26
248,20250407,25321,28,9,34,1,534.45
249,20250602,21714,229,10,5,3,1991.92
250,20250120,23680,279,2,20,3,5122.98
251,20250305,24427,2,10,13,4,1180.04
252,20250423,21895,279,5,8,1,3458.44
253,20250425,20502,129,4,37,3,2941.02
254,20250404,22566,158,7,2,4,504.29
255,20250104,20128,165,8,15,3,1788.2
256,20250510,24250,67,6,14,3,2555.03
257,20250620,21019,262,9,2,5,1502.38
258,20250301,24240,165,3,4,2,4823.25
259,20250504,24847,284,9,49,2,704.6
260,20250401,21796,238,6,5,3,2191.7
261,20250126,22631,121,7,14,1,1586.26
262,20250408,23367,214,8,44,4,1589.25
263,20250619,25719,206,1,14,2,5223.16
264,20250118,25888,221,2,45,1,2499.35
265,20250601,22723,173,2,48,2,6946.04
266,20250506,21684,59,1,13,3,4974.85
267,20250507,25102,40,1,30,1,3151.83
268,20250611,25343,109,4,2,4,2111.24
269,20250529,21124,27,2,1,3,6053.75
270,20250112,23907,74,6,7,4,2196.87
271,20250425,25676,153,3,9,3,6140.63
272,20250503,21998,76,7,24,3,1205.98
273,20250326,21102,295,1,43,5,5838.86
274,20250226,23151,226,1,40,1,3676.44
275,20250426,21302,18,3,40,3,2121.14
276,20250619,24959,12,8,15,3,1187.72
277,20250518,20809,292,6,39,4,830.17
278,20250309,22275,165,9,28,3,1747.46
279,20250628,25893,276,8,50,1,1998.02
280,20250217,20276,162,8,17,1,674.37
281,20250405,25657,167,6,27,4,3241.3
282,20250214,20398,60,5,47,4,825.97
283,20250603,24889,125,8,3,1,1638.01
284,20250307,25142,41,2,20,1,3120.38
285,20250518,20428,199,6,41,4,2791.86
286,20250307,22227,222,1,23,3,4854.56
287,20250113,20112,21,9,19,1,663.29
288,20250416,22088,184,1,17,5,3464.44
289,20250224,22423,275,8,29,3,893.08
290,20250105,22311,283,3,38,5,3806.41
291,20250412,23482,69,3,21,4,6298.39
292,20250219,24345,21,7,45,4,308.93
293,20250121,20731,260,10,8,2,796.52
294,20250409,22891,91,2,44,3,5963.1
295,20250131,23016,290,1,22,5,4784.36
296,20250128,22771,12,1,29,1,3541.38
297,20250611,23546,141,8,31,4,662.1
298,20250126,25127,21,7,45,2,1780.57
299,20250201,24784,235,3,26,4,5502.94
300,20250320,23079,52,1,27,5,2810.81
301,20250313,23111,215,5,19,3,3285.7
302,20250216,22059,158,9,6,5,1292.49
303,20250118,20722,124,4,29,2,1300.09
304,20250624,25577,143,5,50,4,3342.66
305,20250210,24738,235,10,48,3,1670.64
306,20250310,22453,272,10,37,3,366.17
307,20250528,25412,159,1,25,3,6445.35
308,20250414,21923,297,9,10,3,659.12
309,20250509,24050,287,9,2,4,1534.61
310,20250620,25232,245,4,27,3,2091.73
311,20250222,23710,272,10,3,3,1046.04
312,20250207,22873,58,4,37,1,1540.3
313,20250419,21039,276,9,37,4,1018.24
314,20250428,23544,218,5,45,4,1992.16
315,20250121,24820,62,1,39,2,5460.36
316,20250306,21034,176,6,37,5,1241.94
317,20250422,24747,255,4,1,5,1105.7
318,20250425,22610,295,6,8,1,1935.24
319,20250422,21742,213,6,32,1,3083.43
320,20250425,23912,247,5,8,3,3110.45
321,20250426,23835,29,1,9,3,3777.19
322,20250403,23019,145,1,17,5,5486.06
323,20250608,25669,276,5,21,4,896.61
324,20250410,25161,111,6,32,3,1156.9
325,20250521,22205,183,5,22,3,3321.24
326,20250622,23359,108,8,16,3,902.68
327,20250101,25805,171,5,2,5,3423.21
328,20250103,25619,231,6,11,4,3370.44
329,20250610,25790,74,8,31,4,435.33
330,20250510,24558,255,10,4,5,788.57
331,20250210,25285,219,10,26,1,1983.76
332,20250419,24999,277,4,2,2,1906.32
333,20250320,22165,277,8,12,5,983.32
334,20250403,20379,29,5,31,5,1330.67
335,20250421,22908,115,7,31,4,1643.54
336,20250307,21144,143,8,32,1,1425.37
337,20250525,20530,58,7,25,2,1988.75
338,20250106,25625,242,7,12,3,1247.5
339,20250110,20812,199,10,39,1,516.68
340,20250502,24344,32,6,31,5,1953.15
341,20250114,23918,24,9,2,5,455.46
342,20250320,24748,10,2,10,2,2983.38
343,20250215,23541,294,8,46,2,739.37
344,20250126,24524,2,5,6,4,2483.5
345,20250606,25024,61,10,8,2,1349.68
346,20250418,22154,21,10,16,1,1724.69
347,20250522,23786,49,2,17,4,4712.0
348,20250125,20673,75,6,2,2,2393.33
349,20250116,23011,198,4,28,4,2319.78
350,20250225,24702,149,10,13,5,656.85
351,20250402,25538,147,4,11,5,2746.73
352,20250304,23884,246,9,16,3,739.84
353,20250325,20440,125,9,1,2,1333.85
354,20250204,25602,41,8,30,5,1054.82
355,20250413,21298,184,4,3,3,2997.86
356,20250419,23634,75,6,18,3,1334.24
357,20250430,21177,203,9,36,4,642.95
358,20250303,24180,270,8,37,3,1260.53
359,20250213,24314,224,10,29,2,342.66
360,20250307,24079,276,9,25,5,1077.67
361,20250105,23630,195,2,46,2,2260.05
362,20250608,23121,161,10,12,3,878.88
363,20250505,21806,39,2,43,5,5718.28
364,20250315,20166,136,1,5,1,2703.63
365,20250526,20566,69,8,39,3,1650.21
366,20250305,23739,29,4,12,4,2924.13
367,20250126,22385,203,6,15,3,1982.07
368,20250530,21717,190,6,14,1,880.9
369,20250130,25893,166,2,33,3,2151.75
370,20250227,20751,113,6,31,1,1868.3
371,20250117,25441,237,1,18,5,5619.5
372,20250426,22945,213,4,2,4,1049.14
373,20250127,25781,228,4,14,4,818.39
374,20250602,23941,23,4,6,1,1437.33
375,20250316,24635,88,2,27,2,5302.64
376,20250522,25052,81,2,11,3,6135.43
377,20250417,20634,107,1,34,4,6914.13
378,20250627,24863,219,6,26,1,1528.79
379,20250322,20697,139,3,16,3,6577.75
380,20250312,23859,43,9,5,5,1499.36
381,20250109,22481,174,1,4,1,6969.51
382,20250118,25798,58,6,37,3,2815.17
383,20250610,23330,30,10,10,4,1940.61
384,20250218,25758,141,7,49,4,1280.77
385,20250417,20408,168,8,17,5,1292.51
386,20250323,23869,180,6,1,3,1815.26
387,20250413,22138,30,3,25,5,2897.31
388,20250627,24098,213,5,49,1,2589.9
389,20250308,20868,266,8,11,4,807.52
390,20250130,22459,288,8,36,1,396.87
391,20250523,20173,39,7,37,4,299.93
392,20250506,20345,286,6,11,4,1756.13
393,20250408,22672,24,8,17,3,1528.43
394,20250318,22286,71,5,40,3,1046.8
395,20250507,25155,10,3,34,5,5743.6
396,20250112,20531,169,1,8,2,5499.89
397,20250618,23401,91,8,27,5,1404.35
398,20250424,20353,151,5,10,3,3169.97
399,20250525,25451,259,2,8,3,4054.9
400,20250102,23648,196,3,43,5,6370.49
401,20250103,20362,220,2,35,1,4195.69
402,20250403,24725,242,5,10,2,1393.9
403,20250430,23207,211,10,48,1,1546.83
404,20250201,23761,43,1,21,1,3564.44
405,20250421,20114,42,1,45,4,5982.67
406,20250129,25820,275,6,1,1,2845.99
407,20250522,22052,92,8,33,3,1842.66
408,20250422,20841,272,6,41,4,1778.99
409,20250112,23551,220,8,32,2,1067.99
410,20250210,21449,284,2,49,2,5020.56
411,20250131,22122,106,5,1,5,2382.73
412,20250210,23707,91,3,48,3,2553.72
413,20250226,21608,217,10,30,3,1073.5
414,20250623,24721,53,1,11,1,6476.54
415,20250310,22348,239,6,41,4,2401.12
416,20250517,24420,15,10,6,2,1522.13
417,20250414,21058,32,3,35,2,3711.21
418,20250104,24583,277,7,3,2,372.87
419,20250618,20316,36,6,26,2,2125.4
420,20250412,25885,124,1,30,1,5676.12
421,20250328,25072,181,4,40,1,3234.13
422,20250423,23104,40,6,28,4,1132.77
423,20250414,22845,278,3,26,2,6912.82
424,20250114,21088,185,7,16,4,1740.59
425,20250206,20497,76,9,12,3,1078.72
426,20250521,20161,199,5,40,3,1770.88
427,20250524,23794,105,1,42,5,5062.66
428,20250518,21640,148,8,8,1,1840.45
429,20250422,23191,166,1,35,3,5198.61
430,20250303,25829,289,9,15,1,716.95
431,20250116,21845,161,1,42,4,3383.27
432,20250605,25705,255,1,3,4,5544.6
433,20250624,22007,241,5,24,5,2326.13
434,20250430,25003,27,1,41,3,3423.14
435,20250115,22153,241,9,1,2,1678.58
436,20250528,20194,82,8,30,4,1378.74
437,20250218,20036,25,5,21,1,1794.49
438,20250520,22686,252,2,22,3,6475.12
439,20250519,24162,1,8,35,3,577.55
440,20250107,23136,82,3,33,2,4423.57
441,20250101,23641,84,9,23,3,785.91
442,20250405,25681,72,4,35,3,1296.22
443,20250405,20460,60,2,13,3,3598.01
444,20250121,20753,225,3,36,5,3264.46
445,20250330,20111,186,8,8,2,1410.48
446,20250131,24347,137,10,6,5,1543.11
447,20250124,22372,53,1,9,1,3794.28
448,20250611,20342,141,1,48,3,4463.07
449,20250529,24946,109,2,14,2,3656.1
450,20250609,21192,196,8,36,5,932.9
451,20250227,24186,239,10,40,2,677.41
452,20250208,25525,190,1,12,2,4836.76
453,20250114,23007,212,10,13,4,287.19
454,20250208,22472,64,1,14,4,4194.69
455,20250318,25044,45,4,9,3,2446.31
456,20250118,24649,114,9,28,4,1979.24
457,20250218,23529,153,10,14,4,716.9
458,20250219,20689,157,6,48,3,2630.57
459,20250313,23055,216,10,36,1,1954.91
460,20250520,24782,164,6,7,3,885.66
461,20250617,20884,274,7,29,5,1462.23
462,20250416,21870,123,9,44,1,1242.09
463,20250313,21276,108,3,16,2,2992.38
464,20250303,20850,292,9,25,1,1145.28
465,20250606,25950,79,3,32,1,3621.98
466,20250321,22009,280,5,28,4,815.57
467,20250430,20329,256,7,42,2,1127.18
468,20250211,23802,162,7,31,5,277.08
469,20250420,21660,212,10,33,1,953.24
470,20250505,21586,272,6,4,5,1353.93
471,20250207,21649,98,9,3,5,1956.98
472,20250605,24758,278,8,11,3,253.18
473,20250611,25632,239,8,24,1,1099.97
474,20250412,21136,54,9,1,5,1446.31
475,20250617,23392,97,9,26,4,1388.41
476,20250625,21425,259,9,42,1,1882.11
477,20250527,23173,6,7,1,4,1180.0
478,20250510,25579,269,7,5,2,1736.33
479,20250321,25955,84,8,24,2,1258.39
480,20250407,22643,258,9,2,4,1409.57
481,20250623,23684,69,9,11,3,1597.24
482,20250606,23739,227,2,1,2,5329.13
483,20250116,24352,109,2,17,5,2206.44
484,20250330,25943,133,1,17,5,5089.01
485,20250112,22226,274,8,16,2,1191.76
486,20250323,24418,194,5,45,4,1924.49
487,20250216,20819,111,3,5,5,3934.45
488,20250419,25957,213,1,20,1,4111.79
489,20250605,24735,244,6,41,3,3289.13
490,20250516,24086,285,4,1,2,2528.93
491,20250614,22740,124,8,29,1,1143.27
492,20250515,24322,255,3,2,3,4091.34
493,20250323,23987,277,2,41,1,3668.17
494,20250423,21641,40,4,19,2,2505.7
495,20250621,22771,199,2,9,3,6203.66
496,20250312,25920,130,8,16,2,1269.56
497,20250520,21303,231,2,15,1,4483.9
498,20250607,23913,210,6,28,2,2553.06
499,20250104,23609,267,1,18,4,4639.38
500,20250130,22721,227,5,29,3,3221.57
501,20250205,20958,249,7,33,3,1946.94
502,20250202,22590,176,7,43,3,817.3
503,20250524,23457,206,3,30,2,3315.31
504,20250605,20450,238,10,11,2,521.58
505,20250311,20358,222,7,43,1,1049.92
506,20250308,20854,117,2,34,2,3572.17
507,20250301,24564,209,8,43,5,1491.09
508,20250302,25048,70,9,13,5,593.54
509,20250205,21271,184,10,42,3,1144.53
510,20250418,21530,289,7,27,4,1368.53
511,20250403,23289,191,2,32,3,2301.98
512,20250321,21645,252,9,42,1,293.25
513,20250529,21319,211,5,10,4,3047.57
514,20250102,25305,205,4,3,1,2492.62
515,20250420,23380,147,2,25,1,2743.23
516,20250120,22333,19,10,37,1,1638.88
517,20250128,23521,201,1,23,5,2234.78
518,20250321,25901,128,6,3,1,1634.05
519,20250513,22202,205,2,9,4,4372.85
520,20250616,25660,81,5,1,3,3127.93
521,20250203,22785,282,3,37,5,6106.72
522,20250220,20463,256,8,50,2,1435.73
523,20250412,23060,205,3,37,1,2545.04
524,20250116,25139,273,1,44,4,5747.42
525,20250507,20764,110,2,43,3,6322.65
526,20250402,20275,12,1,27,3,5196.65
527,20250428,23445,132,3,16,3,2738.47
528,20250621,23391,174,10,9,4,1363.45
529,20250323,21577,146,6,32,4,964.36
530,20250416,20122,81,5,33,3,1014.74
531,20250219,25875,282,10,35,4,1778.99
532,20250613,24596,253,6,21,5,1769.71
533,20250118,25515,177,3,21,2,2296.67
534,20250212,21872,26,9,7,4,1527.96
535,20250106,25398,127,5,41,2,2767.04
536,20250428,25775,143,10,19,3,1927.19
537,20250207,24860,159,4,23,4,1415.33
538,20250508,25679,145,9,46,1,971.46
539,20250501,23723,67,5,17,4,3492.21
540,20250504,21232,262,5,14,3,3266.48
541,20250103,23360,231,2,41,1,4814.6
542,20250527,23624,287,1,19,3,2160.96
543,20250212,24743,292,3,16,1,5068.04
544,20250203,20993,66,7,33,2,1344.9
545,20250331,24952,241,7,50,1,839.89
546,20250601,20586,1,3,22,3,3420.93
547,20250526,20726,186,8,50,5,1214.76
548,20250623,22874,194,5,23,1,1417.21
549,20250227,22350,105,3,17,3,6969.5
550,20250430,25668,14,1,33,1,5583.61
551,20250225,20583,123,7,38,3,1735.97
552,20250303,22644,231,10,35,3,1367.24
553,20250501,21715,64,6,10,5,2472.32
554,20250126,20585,94,3,26,3,2366.62
555,20250618,24186,41,3,21,3,2473.31
556,20250522,24139,299,5,14,4,2874.05
557,20250115,23031,15,8,29,1,293.33
558,20250615,25911,11,10,41,4,867.85
559,20250225,21520,228,3,26,2,3924.15
560,20250221,21065,219,5,22,4,2727.25
561,20250507,24968,269,3,4,3,2016.58
562,20250512,25092,124,8,29,5,272.17
563,20250619,22694,84,9,45,2,1097.76
564,20250422,21599,200,10,37,1,1260.05
565,20250312,22194,56,9,44,5,740.98
566,20250510,22969,232,9,46,5,1412.53
567,20250413,21203,10,3,7,4,4636.54
568,20250604,25927,296,6,21,2,1082.58
569,20250425,24452,253,8,7,3,1871.33
570,20250219,21678,37,6,42,4,2783.35
571,20250228,20584,110,10,42,3,1893.4
572,20250409,20521,217,8,48,1,793.04
573,20250611,20415,73,8,8,1,883.03
574,20250213,24086,271,1,28,3,5929.48
575,20250402,24275,238,10,4,1,1588.0
576,20250202,22668,117,6,33,1,1125.69
577,20250607,25736,2,7,22,2,547.91
578,20250409,24900,107,8,11,5,1702.43
579,20250625,21375,255,8,19,4,1340.65
580,20250512,25541,244,3,21,2,2894.93
581,20250331,21340,134,2,49,2,2383.55
582,20250618,20216,228,9,21,4,1085.6
583,20250125,22544,154,10,17,5,547.07
584,20250130,24864,290,5,25,3,2984.87
585,20250528,25339,197,6,12,3,3416.5
586,20250102,24708,73,4,50,4,2292.73
587,20250120,22907,231,8,15,4,1894.26
588,20250615,23643,31,9,21,1,796.54
589,20250123,25295,61,9,2,2,480.9
590,20250422,23711,67,2,2,4,5265.15
591,20250312,22276,192,6,27,4,2363.44
592,20250414,25966,236,2,44,4,5096.2
593,20250327,20448,139,1,16,3,6843.15
594,20250101,21519,201,1,42,3,5843.5
595,20250627,22492,237,6,24,4,2024.72
596,20250428,21578,72,7,38,4,852.96
597,20250122,20481,173,8,1,4,1953.47
598,20250106,25952,78,9,16,2,783.97
599,20250318,23492,96,1,8,3,5059.79
600,20250418,20801,193,8,22,2,1345.64
601,20250104,22638,105,8,50,3,595.51
602,20250101,24021,271,3,5,4,4715.86
603,20250116,24715,194,3,8,3,4893.91
604,20250113,23538,204,1,8,4,4395.01
605,20250421,23766,30,10,22,5,298.25
606,20250131,23770,294,1,41,4,3345.97
607,20250622,21661,54,8,39,5,1295.81
608,20250109,24651,199,5,44,1,1913.5
609,20250607,23443,36,9,10,2,1030.13
610,20250511,21794,10,10,33,4,1753.08
611,20250501,23706,289,9,35,5,1130.74
612,20250225,23730,179,9,40,4,475.64
613,20250518,25625,221,9,12,4,1533.46
614,20250217,25702,120,5,1,1,3285.61
615,20250117,22658,132,10,32,3,1483.45
616,20250105,20948,100,10,49,2,1978.38
617,20250208,25955,45,7,5,3,1014.19
618,20250514,20542,142,7,2,5,1002.94
619,20250216,22407,208,3,20,5,6531.47
620,20250426,20654,216,2,21,1,5203.56
621,20250613,21374,111,10,43,1,701.4
622,20250415,25233,121,6,31,5,3247.06
623,20250131,25355,33,2,24,1,5981.53
624,20250303,23123,298,9,2,1,1508.83
625,20250602,20395,156,5,28,3,3237.3
626,20250116,22844,280,5,5,3,2415.75
627,20250227,25049,131,2,10,4,5024.24
628,20250124,25762,38,9,40,2,1216.34
629,20250517,24887,28,7,2,5,1621.29
630,20250420,25556,26,9,41,4,1719.0
631,20250316,22526,42,9,28,4,330.71
632,20250503,23823,78,7,39,3,372.83
633,20250415,23841,26,3,36,1,6851.75
634,20250330,24542,79,6,18,1,2799.02
635,20250503,23970,166,5,45,4,2482.31
636,20250102,20275,119,3,4,2,3424.36
637,20250514,23389,48,2,29,3,3827.5
