SaleID,DateKey,OrderKey,ProductKey,StoreKey,EmployeeKey,Quantity,SalesAmount
18080,20250311,22439,115,3,40,1,7319.95
5202,20250527,20925,174,1,13,5,2608.53
748,20250106,21206,188,2,11,1,2900.38
9761,20250303,20576,113,5,5,3,1103.84
29613,20250623,21824,123,2,11,3,6298.29
19993,20250209,22922,115,7,2,3,806.26
23190,20250103,20556,137,2,50,5,7680.24
25536,20250109,24332,113,1,31,1,4898.84
17964,20250619,25578,117,8,24,4,1818.24
25247,20250530,22782,176,10,32,5,914.31
5082,20250426,22737,102,4,7,4,826.7
9351,20250220,22659,140,6,31,4,1793.61
10983,20250228,20423,180,2,50,1,3509.59
23622,20250531,21196,197,4,3,1,1781.46
13236,20250227,21002,141,1,21,2,6654.93
19368,20250406,21770,193,9,39,3,1386.26
1191,20250220,22672,152,8,30,1,704.37
822,20250618,23158,165,6,23,4,2742.76
15879,20250308,20326,143,5,17,2,2764.73
20498,20250420,22232,113,4,17,4,1824.53
9420,20250307,21791,132,4,39,5,2875.21
28101,20250116,25565,183,7,17,4,891.23
8893,20250326,23551,168,1,37,4,7304.38
4462,20250429,22706,101,2,41,2,4505.18
25230,20250311,25363,132,3,48,3,2928.15
29986,20250225,25007,135,3,40,4,7596.09
12607,20250601,23248,129,8,1,5,526.77
25979,20250429,20442,190,7,23,5,1638.5
19133,20250618,21313,133,7,14,1,1445.37
14741,20250501,23796,134,10,21,3,572.29
12147,20250304,23479,112,1,6,3,2702.82
2745,20250526,24093,185,7,37,4,941.45
10115,20250511,21219,128,1,37,5,2891.31
2384,20250612,20266,171,4,39,3,3424.9
9154,20250122,23038,110,2,7,1,7194.66
1407,20250122,21260,176,2,15,2,5600.98
16561,20250505,20607,168,8,3,5,522.22
19362,20250206,24997,178,8,48,2,806.16
10343,20250101,24151,142,8,21,3,531.72
27757,20250131,23814,162,10,11,1,1823.26
17615,20250109,22648,136,10,7,1,1921.71
19907,20250610,20360,115,6,28,1,3872.04
24531,20250129,22333,162,10,19,4,990.66
27309,20250527,21253,105,6,49,3,1102.86
17789,20250407,20313,177,1,16,3,6463.13
13076,20250116,23367,161,1,30,2,6713.22
22090,20250111,25263,120,3,22,4,6224.86
28574,20250527,22023,158,5,44,5,2477.19
20569,20250609,24030,160,3,7,2,2952.45
17891,20250110,21889,193,10,28,3,1552.9
16838,20250213,20125,162,6,3,2,1848.46
6553,20250628,22686,118,1,12,5,7901.68
19638,20250415,24712,164,8,5,5,1593.16
18295,20250210,22313,123,9,18,2,1574.57
2877,20250228,21894,115,7,25,1,1708.18
2983,20250228,23995,164,5,40,1,2992.57
17411,20250204,20475,129,4,10,5,2410.66
15163,20250324,24444,188,9,27,3,1002.06
2154,20250105,21398,122,8,3,5,620.95
18701,20250422,25242,162,7,13,2,1386.26
7668,20250505,21396,145,8,38,1,467.54
15244,20250415,25126,141,3,8,4,6971.3
16858,20250323,20038,127,9,30,5,1134.25
13962,20250602,23657,105,9,35,5,1587.32
218,20250326,20305,196,2,45,1,2495.7
23288,20250510,25021,145,1,36,2,5371.53
2214,20250318,21955,196,5,31,5,2094.41
6581,20250330,22442,197,2,37,5,2172.97
27603,20250627,21314,184,4,34,1,2967.54
19377,20250213,24832,137,7,6,4,1824.04
7540,20250215,25274,187,8,23,1,1596.02
14977,20250422,21966,133,8,50,3,580.14
10129,20250603,25113,107,9,32,1,1765.22
5706,20250214,25873,120,9,15,2,1674.7
5954,20250513,22270,143,6,35,3,2932.6
539,20250625,20673,180,1,47,1,4501.86
21664,20250313,22769,155,2,22,5,6078.0
21568,20250103,21493,160,7,48,2,1033.71
28983,20250427,22319,123,1,43,1,6847.5
7428,20250602,24794,123,3,34,5,7785.24
20726,20250313,24697,173,3,33,1,6751.23
4182,20250531,22096,114,2,32,4,3999.96
18702,20250317,23052,187,8,37,1,357.57
15415,20250512,20555,181,2,44,5,2818.59
12155,20250203,20193,197,1,29,4,3226.08
580,20250301,22928,182,6,13,1,1268.99
2169,20250108,21465,139,10,3,4,271.17
24420,20250407,25533,172,1,16,2,7801.0
251,20250225,23352,131,9,28,5,1658.88
15693,20250410,20543,124,8,41,4,614.06
9972,20250301,23272,103,3,37,4,7357.24
16181,20250518,22528,190,8,30,1,700.6
11490,20250205,21304,122,7,9,3,1980.16
9145,20250615,24811,174,2,11,4,3048.87
29433,20250507,25313,104,5,10,2,2735.97
25791,20250204,21255,161,6,26,4,3581.12
5772,20250513,21282,194,2,27,2,7951.97
26747,20250612,20092,156,7,16,5,1366.61
2326,20250406,23208,180,6,47,3,2369.06
15431,20250618,25465,169,1,47,4,6578.14
431,20250601,21438,105,3,41,2,6496.09
10769,20250620,21976,187,1,32,2,5860.92
2533,20250530,23368,168,10,48,2,1075.28
2458,20250116,21497,150,1,1,3,6438.64
19187,20250117,21726,105,4,19,5,3853.4
27236,20250612,20626,177,8,5,5,929.47
22292,20250528,25393,178,4,35,5,3621.24
11213,20250618,24751,151,5,47,2,1442.44
506,20250627,21897,101,3,47,2,6208.3
23113,20250509,23057,105,3,21,3,5439.73
18780,20250214,23640,173,3,5,5,6954.44
19083,20250325,23047,107,7,14,2,1050.78
17895,20250613,25397,161,8,47,5,1107.86
19007,20250404,25656,178,8,13,5,1428.66
19691,20250613,20313,188,7,38,4,1690.44
27094,20250311,23052,188,8,13,1,416.28
23180,20250220,21557,121,7,40,5,1348.55
12627,20250217,21264,155,5,4,3,2722.88
3835,20250420,23150,135,9,33,4,848.16
1331,20250203,21225,169,4,23,4,3977.31
21467,20250118,21709,178,6,50,2,2955.74
23829,20250225,20969,102,6,7,3,3682.52
2542,20250227,25740,103,2,17,1,4852.78
28613,20250529,20702,173,8,42,5,495.06
21996,20250313,24567,197,10,22,1,501.83
11900,20250415,23046,121,2,35,5,2924.42
25873,20250327,25368,166,8,37,2,1067.75
26226,20250301,25356,168,2,29,1,3612.72
15806,20250103,24861,126,3,42,2,4455.12
9556,20250204,25953,102,5,23,1,1350.65
7568,20250430,23106,132,5,19,3,3370.91
3508,20250106,23673,151,4,34,2,1786.21
8835,20250430,25881,129,10,27,1,873.93
18785,20250213,22111,164,3,44,2,2417.34
29858,20250130,24861,148,6,10,1,2874.3
23588,20250302,21674,109,9,39,1,661.67
28268,20250406,20435,191,9,47,4,1838.01
5845,20250518,21726,166,6,34,2,3022.48
26477,20250220,20471,111,6,8,3,1821.89
24199,20250210,25494,149,2,6,2,7976.88
28882,20250112,22690,136,2,19,1,6266.81
4846,20250305,22725,105,3,32,5,6456.67
4986,20250614,21282,190,5,24,3,3094.99
23400,20250627,21650,151,5,38,3,3117.19
25570,20250603,20779,171,4,14,5,2489.91
20263,20250426,23901,133,9,25,5,341.86
20857,20250213,22337,198,4,14,2,2469.92
26823,20250205,24888,129,5,32,1,1039.8
9318,20250419,25667,182,6,36,4,2259.43
25507,20250621,21151,159,1,9,2,7111.96
14848,20250305,24436,167,3,43,5,6297.81
7843,20250131,23012,146,2,46,2,4844.9
28648,20250104,25211,124,4,28,1,1651.88
29985,20250402,24276,106,1,14,3,5769.63
13049,20250602,20046,144,10,10,4,1296.49
25100,20250413,22649,175,2,49,5,2403.64
14857,20250107,22086,124,4,25,2,1124.46
25014,20250307,23372,149,6,4,3,1970.62
10740,20250402,24978,143,3,21,1,6897.89
16095,20250422,21898,173,4,50,3,1168.04
2209,20250526,20969,147,6,16,1,3246.96
18841,20250212,24465,168,7,9,3,239.04
28273,20250214,25082,127,9,15,1,1031.37
22373,20250618,25147,101,9,21,3,1196.52
2267,20250122,23151,107,10,16,2,318.72
5227,20250313,24256,178,3,13,2,7346.24
28302,20250404,22782,151,9,10,2,1195.3
21579,20250203,25202,187,8,10,2,1401.84
20123,20250318,20419,145,10,31,3,1355.41
17893,20250313,25132,154,1,43,2,2262.26
20928,20250424,24025,163,1,44,2,3615.36
13023,20250213,22879,116,9,41,1,403.58
20737,20250314,24168,120,8,7,5,1843.46
27367,20250405,20741,119,2,17,1,2533.77
11741,20250220,21009,124,6,35,3,1204.58
6548,20250520,23038,180,2,20,1,3785.23
3283,20250424,20206,180,6,24,1,3538.35
15615,20250124,20347,141,5,38,4,3842.04
23662,20250130,20386,190,10,46,3,726.61
2277,20250322,23044,127,10,16,1,567.77
26051,20250318,23626,155,6,43,4,3744.95
12355,20250312,22247,129,7,15,2,501.11
16486,20250113,25102,143,4,32,5,2115.65
19536,20250121,22503,152,1,17,2,6401.05
18674,20250118,24983,183,3,24,4,3532.02
8697,20250224,25887,174,2,21,2,4924.91
22565,20250523,23757,177,7,21,3,534.82
16380,20250518,20799,188,5,27,2,1639.63
25295,20250321,21432,173,3,49,2,2429.16
28681,20250527,24646,178,8,50,3,1992.4
24992,20250204,21583,163,2,32,2,3166.27
29670,20250421,23926,168,7,42,3,1602.29
5837,20250301,21366,160,7,46,3,710.44
10236,20250525,20593,112,2,12,5,7002.61
22825,20250626,22201,192,9,9,2,1785.09
280,20250406,21793,133,5,22,1,1610.09
22377,20250322,23340,147,5,15,1,1000.25
25274,20250105,21873,163,1,4,5,3650.03
5161,20250604,21145,129,7,50,3,1233.37
29753,20250208,22709,121,1,50,3,4426.9
3691,20250617,25113,196,2,44,1,7453.55
5916,20250513,23140,192,5,14,4,2686.68
11579,20250405,23590,188,3,35,4,7060.59
18079,20250330,21232,133,1,23,2,6855.56
19537,20250103,20441,145,5,36,1,841.88
26024,20250509,20612,159,9,18,2,216.7
29720,20250523,21200,116,9,13,3,209.53
21740,20250606,20895,137,10,36,3,1828.28
25744,20250420,25259,117,2,2,3,5505.79
20553,20250515,22194,125,1,40,2,7417.24
11703,20250106,23060,134,6,3,3,1004.56
11515,20250405,22306,167,7,7,5,1428.58
9007,20250311,22927,141,7,27,3,542.7
11743,20250623,22943,173,7,12,3,842.24
28262,20250610,22481,120,1,46,4,2076.42
16470,20250520,21471,109,10,32,4,1497.99
13677,20250323,25692,131,10,4,3,1043.82
20164,20250228,23237,164,5,10,1,860.75
16786,20250127,25147,140,7,45,2,1618.36
29323,20250208,24317,186,9,28,5,1464.34
15694,20250414,21581,174,2,34,2,3070.73
17336,20250225,23309,126,10,27,2,1003.72
3736,20250409,20279,129,7,47,2,1327.68
25485,20250109,23205,152,5,46,4,3827.71
3644,20250513,23419,112,3,42,2,4773.02
7199,20250119,20535,140,4,16,4,2671.11
25366,20250321,20110,135,5,31,5,1166.81
24937,20250302,20363,127,2,35,4,3082.37
21306,20250411,24201,193,1,2,3,3471.77
29366,20250518,22702,144,4,36,1,3659.69
21524,20250409,23619,153,6,33,4,2134.61
21719,20250524,22666,194,6,3,2,2254.79
1838,20250508,21782,110,10,6,3,961.6
29916,20250531,20836,180,2,15,4,7718.54
10985,20250203,22051,167,7,40,4,1285.88
9304,20250127,21895,183,1,24,5,4962.38
12800,20250530,23090,190,9,37,4,321.64
1458,20250525,25583,196,4,34,1,2374.68
1093,20250105,20695,174,2,39,1,7030.73
4150,20250526,20224,110,7,27,5,245.11
11009,20250312,25382,158,3,49,5,3231.44
27069,20250414,23754,146,4,28,2,2979.16
9190,20250207,23348,101,9,25,3,425.73
4933,20250322,25465,143,5,16,4,3541.35
14466,20250415,20103,187,7,48,5,459.6
4557,20250121,25577,195,1,49,4,5677.45
11489,20250425,24659,121,7,32,3,1559.44
12075,20250419,23457,165,9,8,5,1706.3
25102,20250310,21752,200,7,47,3,1059.56
16798,20250304,20090,173,2,18,4,3487.61
20071,20250409,25395,157,7,39,5,1714.2
14419,20250328,21940,184,7,40,4,799.55
28246,20250126,23962,181,5,41,1,859.19
25390,20250208,21384,177,1,24,5,2309.15
24997,20250523,24017,185,10,1,1,390.68
17279,20250203,20067,112,2,27,2,6793.13
6482,20250325,21994,111,8,22,5,692.2
8021,20250221,23988,168,2,5,1,2220.12
9101,20250412,20976,143,7,42,1,1614.71
17477,20250429,23025,179,6,20,1,3645.68
8590,20250223,24528,181,3,46,2,6100.82
29162,20250220,23670,123,10,50,4,1571.95
24516,20250615,20824,145,3,31,4,4952.97
27275,20250324,20623,173,8,11,5,714.88
23873,20250603,24157,152,5,1,3,2162.41
29364,20250214,24704,136,6,2,3,3776.86
1504,20250516,20777,111,7,45,4,654.36
9937,20250129,20449,141,1,37,2,3004.31
10940,20250319,22322,127,8,15,1,1334.99
20295,20250314,22640,121,9,8,5,1168.55
3950,20250211,23292,136,3,38,4,7948.38
6439,20250603,20676,177,8,16,1,1707.73
13620,20250303,22797,104,4,10,5,2644.37
14304,20250210,23890,116,3,49,5,3814.86
22094,20250625,24646,176,5,7,4,1296.17
15949,20250420,25023,183,2,31,5,6908.07
28190,20250301,22413,137,10,18,3,467.67
13065,20250120,20268,155,9,11,4,1412.55
13251,20250221,22992,175,6,32,2,3001.21
29167,20250417,23636,190,3,28,2,2750.58
7744,20250204,24321,192,10,10,4,1517.85
26227,20250101,24072,172,1,3,1,3709.39
7756,20250601,20427,110,7,43,3,211.52
1413,20250616,21881,108,3,25,5,6324.89
6529,20250304,21778,105,6,38,3,2006.36
1123,20250402,24726,153,3,8,5,2458.24
16334,20250207,23801,130,6,17,1,2507.89
5246,20250415,22708,112,7,35,4,576.64
12153,20250311,23561,199,6,3,1,3845.64
19641,20250620,23800,122,1,11,5,3725.22
25208,20250331,23409,107,1,28,4,2078.51
9434,20250411,20371,122,9,49,3,399.72
7469,20250305,22513,106,7,22,3,316.77
29012,20250228,20418,172,4,3,2,3701.02
11032,20250622,21223,197,8,36,5,1058.74
29443,20250521,20299,151,4,23,1,1246.37
7294,20250314,23659,168,4,34,5,2393.19
12972,20250303,24110,103,6,19,1,2093.28
5347,20250525,23985,111,6,12,4,1742.46
14471,20250612,21812,118,8,14,4,1640.69
28812,20250612,21505,199,8,21,2,681.0
15963,20250315,22340,199,3,47,5,7082.62
24275,20250317,22390,111,1,35,4,4510.65
21150,20250628,24146,136,3,31,2,4282.31
10864,20250608,25215,131,3,18,4,7862.92
17755,20250619,24036,105,7,24,1,490.41
4485,20250131,24967,107,5,37,2,1182.18
10561,20250309,24321,195,9,14,3,1004.27
24578,20250115,22162,106,4,2,2,3843.65
20327,20250123,22659,195,1,11,4,4647.46
21717,20250228,20702,122,5,8,2,3440.7
10599,20250629,24529,101,7,38,4,1597.67
1434,20250218,25526,198,3,41,5,3897.18
5861,20250429,22406,140,1,26,1,2693.46
12427,20250519,25977,164,8,13,1,1004.56
10981,20250216,22944,125,3,35,4,2973.67
22045,20250202,21304,120,10,30,4,1037.74
27831,20250601,24667,169,4,34,4,2176.57
23078,20250208,25077,107,7,37,1,1174.36
26377,20250113,25437,196,6,25,2,2239.23
10407,20250625,21200,167,2,12,1,7107.6
23491,20250206,24274,166,6,24,5,3526.72
19567,20250624,23037,116,5,6,3,3033.91
11473,20250415,22059,119,7,17,1,459.4
12064,20250326,24793,146,9,18,2,410.2
8932,20250526,24029,132,3,40,4,7087.3
10969,20250520,20817,191,7,18,4,1443.62
27756,20250603,21391,199,5,33,1,3159.61
26848,20250407,21427,166,7,30,1,503.01
1611,20250531,22035,162,3,39,4,7109.16
29237,20250319,22189,132,1,7,4,6192.84
16267,20250428,20213,170,4,27,1,1033.47
12394,20250626,22715,110,5,38,4,1359.39
26840,20250510,24508,185,5,35,1,2692.83
2768,20250112,23270,161,6,31,3,2933.47
12777,20250510,22135,160,8,25,4,940.26
23177,20250228,20574,140,4,8,3,2709.85
217,20250130,22741,164,7,41,5,290.12
24877,20250216,20217,153,2,18,3,4438.59
6166,20250620,20908,172,8,4,4,1960.5
3902,20250602,21280,122,3,19,2,2873.86
21232,20250611,23270,199,8,31,3,1744.3
24637,20250626,25116,141,10,16,5,1213.94
10000,20250618,20184,119,5,50,4,1583.92
14798,20250129,21537,150,8,40,4,1968.05
6088,20250510,24210,104,3,3,3,7353.51
14460,20250127,25730,126,1,32,4,3014.81
2857,20250512,22674,184,5,29,5,2375.8
18218,20250120,24122,116,2,43,4,3050.23
17042,20250328,21923,173,9,18,4,531.9
12415,20250128,24571,192,7,4,1,397.01
9673,20250427,21413,156,6,6,5,2870.59
517,20250404,20626,165,2,44,2,7816.25
11624,20250510,23848,154,6,17,1,2608.3
8282,20250205,21313,131,8,15,5,683.37
20257,20250109,22400,144,9,36,3,1673.04
12079,20250209,21314,186,3,32,1,2733.11
17735,20250114,21925,147,7,1,3,788.49
2158,20250323,20022,168,8,17,5,780.23
28082,20250330,21944,184,8,13,2,219.23
10727,20250412,24089,156,5,6,3,1890.45
29031,20250520,21159,183,10,30,3,1822.55
3097,20250120,24519,179,3,11,2,4482.39
22754,20250211,22251,183,1,36,5,5121.63
3109,20250619,25671,165,10,27,1,1778.11
10277,20250502,20685,125,5,15,3,3151.35
21882,20250215,25505,111,4,43,3,3893.99
6428,20250622,24576,119,7,17,4,211.35
9253,20250615,22737,140,3,38,4,6906.1
2407,20250504,20908,177,8,42,2,1079.85
25039,20250113,23268,174,8,43,2,253.98
14643,20250326,24693,132,2,4,4,2249.46
24744,20250518,21652,145,1,34,3,4368.24
18525,20250526,23687,141,2,24,4,3656.83
13421,20250416,23145,124,3,36,5,6288.24
3399,20250505,23187,135,4,19,3,3230.29
8944,20250118,25142,108,1,34,1,6448.58
27173,20250325,23477,172,8,9,3,1125.87
6940,20250120,24534,110,6,36,4,855.46
27316,20250309,25791,167,6,22,4,1988.52
28315,20250130,25475,192,4,8,2,1812.63
27775,20250329,23692,168,6,15,4,1853.62
9817,20250130,20753,173,4,33,5,3054.04
16140,20250107,25638,118,4,36,4,3680.74
9419,20250612,22756,189,10,32,4,667.42
12316,20250606,25544,186,8,26,2,1358.66
2519,20250118,20973,105,4,17,5,1786.25
29752,20250415,20032,163,1,17,3,7357.79
16602,20250212,24201,196,9,24,3,412.63
17593,20250316,22480,102,9,18,1,1525.34
5101,20250521,24135,143,9,3,4,1278.37
9843,20250427,22095,156,3,37,2,4251.91
17188,20250628,21588,154,6,7,5,1218.16
7278,20250404,23907,111,8,23,4,321.8
18773,20250424,24773,130,8,24,4,770.63
10079,20250208,24546,186,1,29,2,7038.99
21771,20250119,25298,145,1,3,2,4445.45
26444,20250105,25047,106,10,9,1,416.21
9893,20250204,23265,104,6,10,3,1603.37
6329,20250208,23669,133,7,24,1,1259.28
10046,20250204,22460,163,7,8,2,1522.07
26120,20250226,24481,108,5,7,5,3882.04
14330,20250306,24352,169,8,43,3,345.27
26756,20250130,20320,108,10,36,1,625.79
11847,20250415,25311,193,2,6,5,4845.94
16587,20250208,20508,190,2,50,5,6904.95
17551,20250202,22926,159,5,50,4,1281.64
21265,20250316,20474,127,8,8,4,1037.67
15092,20250510,22372,200,8,13,1,1280.61
23481,20250627,24009,173,10,43,5,1514.38
18394,20250201,24331,200,3,16,4,4117.81
22277,20250425,24569,184,10,49,1,1333.44
10400,20250209,24456,122,3,20,5,7588.07
8165,20250210,25533,150,7,13,1,1929.72
22501,20250116,21440,198,9,50,1,1933.96
10884,20250104,23405,125,6,22,4,2855.2
23087,20250103,23270,165,6,44,3,1290.48
24673,20250502,20572,134,8,39,5,387.03
13721,20250315,23356,173,2,34,3,3379.03
17847,20250501,25179,177,4,10,5,1326.92
3383,20250308,25659,142,1,50,3,4521.9
9846,20250202,20251,139,8,20,5,578.08
18833,20250415,25176,157,3,30,1,7078.64
19341,20250521,24607,120,10,1,2,1745.17
7340,20250221,25914,197,3,33,1,5580.29
14369,20250217,20985,129,2,39,2,3811.31
14660,20250320,22001,124,10,44,1,1248.82
429,20250215,23159,110,1,43,1,5051.43
16205,20250308,22165,199,6,18,4,1453.04
17508,20250109,21804,143,10,43,4,216.5
625,20250328,23288,133,8,7,2,1931.46
28356,20250324,21838,188,2,16,1,2777.87
17171,20250528,21587,167,4,7,2,3398.06
1139,20250101,25663,143,7,39,4,1990.5
17664,20250313,22249,130,6,5,2,2202.38
24512,20250109,23494,197,5,5,4,3654.57
19543,20250216,22219,124,7,33,2,245.05
4409,20250114,24581,118,9,19,1,559.69
17121,20250507,21546,174,1,10,3,5767.28
10353,20250427,21426,108,7,41,1,387.39
29597,20250413,22342,199,9,20,1,597.39
9478,20250205,25806,167,9,15,4,1391.53
10300,20250121,24207,123,5,26,5,1287.64
2886,20250515,23084,162,3,7,1,6837.72
18418,20250521,24025,108,10,28,2,1512.76
7501,20250609,25290,112,8,42,5,368.49
2684,20250210,23955,181,10,11,5,948.11
23494,20250128,21753,157,8,14,1,1300.87
17173,20250221,21229,198,10,49,1,1874.09
22925,20250407,24543,102,2,1,4,2260.37
9899,20250628,20208,148,5,32,1,1780.71
6217,20250414,22908,164,7,4,3,1987.06
20720,20250526,24653,153,5,33,4,1171.86
7979,20250314,24681,125,9,7,4,245.43
11406,20250405,23657,120,9,46,5,1737.42
5552,20250303,20851,199,3,21,4,2084.63
739,20250109,20763,180,2,46,3,7502.32
28718,20250124,25142,199,2,39,1,5785.55
10747,20250424,22855,174,7,12,4,1903.49
27646,20250609,24373,180,8,19,5,1476.48
7072,20250430,24968,169,10,6,4,1744.9
1711,20250407,24970,199,10,36,2,351.13
3509,20250510,23637,150,3,45,5,7695.95
23163,20250327,24674,135,3,38,2,4593.66
29050,20250313,24967,151,6,31,5,3279.23
13805,20250506,23700,122,3,35,4,6252.0
13493,20250525,24964,196,4,10,3,1646.5
18341,20250127,23397,108,2,47,1,2738.64
12052,20250625,24151,197,8,26,5,636.57
15956,20250115,23041,108,3,13,1,3403.22
18004,20250314,20293,159,8,4,1,826.43
7780,20250415,25022,120,7,43,1,386.02
9004,20250127,23438,140,3,21,5,6010.76
15747,20250204,25704,137,5,19,2,2500.89
25482,20250526,22277,185,2,43,5,3094.75
734,20250307,21366,147,9,23,3,1609.94
14199,20250517,21021,195,1,24,2,2237.17
21907,20250510,20980,147,3,7,1,5268.25
21045,20250626,21388,140,5,33,4,3221.72
15821,20250304,25291,119,7,34,5,1274.39
18843,20250119,25952,188,7,42,4,1768.98
20245,20250118,22194,172,10,50,1,363.98
8204,20250407,22204,167,9,2,1,1056.78
28967,20250620,22861,196,6,46,3,2372.68
10587,20250420,25800,200,4,17,3,3235.81
19592,20250615,23606,135,7,31,2,285.79
20200,20250114,24071,163,5,49,3,1242.23
18897,20250429,23643,199,9,14,1,404.72
23629,20250405,20614,102,10,40,2,446.85
4970,20250105,22554,193,10,25,3,256.62
12622,20250314,20184,132,2,40,4,4962.72
8248,20250328,25247,126,3,36,4,4888.43
24383,20250415,23140,142,2,5,1,3275.62
2905,20250419,22127,102,6,2,1,3856.06
20274,20250118,25680,181,9,23,1,1260.57
12102,20250501,25976,199,6,32,4,2451.92
6070,20250321,22192,116,10,1,5,1802.39
12141,20250323,22329,107,10,11,2,364.24
3699,20250326,21298,173,4,3,1,1371.12
29678,20250616,25986,153,9,4,2,289.31
1913,20250611,23696,128,2,24,3,5515.46
6401,20250215,23108,127,4,32,2,1360.32
4476,20250605,23468,131,2,14,4,2477.36
23455,20250529,24937,110,6,47,4,2942.48
29218,20250105,25107,128,5,40,4,3901.77
8346,20250613,25178,179,8,16,2,1023.44
26624,20250420,24065,178,2,25,5,6907.02
26598,20250206,24394,169,9,24,4,1054.77
10039,20250629,20154,149,8,33,3,710.4
3264,20250501,23723,117,1,17,4,3769.61
10262,20250128,23073,122,2,26,3,5032.09
16983,20250401,20770,125,10,13,2,1381.6
4978,20250212,23427,197,6,43,3,3498.73
11328,20250419,21406,186,7,7,4,1397.34
28217,20250222,23698,119,10,49,2,1886.53
20347,20250317,20210,200,1,40,4,6361.98
4230,20250518,25909,137,6,46,4,3350.37
5219,20250601,25759,144,1,24,1,4078.7
15845,20250422,24720,119,7,29,1,743.83
19913,20250314,24656,102,5,13,1,2442.36
1428,20250525,22887,104,6,26,1,1643.56
8122,20250326,25749,117,8,46,4,738.94
12794,20250130,22920,199,4,34,4,2909.47
10147,20250217,25074,107,5,18,3,2509.43
25768,20250126,21231,108,5,44,2,1635.63
26730,20250409,24584,147,8,6,3,876.02
14500,20250513,21097,109,9,14,2,302.27
10439,20250328,21405,125,9,14,5,625.08
14564,20250329,20611,156,7,7,4,928.66
16383,20250320,20030,113,2,6,1,2940.54
12948,20250515,23618,138,9,42,4,1392.73
16405,20250608,23365,197,9,31,1,1907.38
16384,20250314,24134,162,8,10,5,419.94
27166,20250315,21674,114,7,47,2,1176.03
6798,20250409,22954,175,7,12,4,1107.9
11388,20250507,22847,178,3,31,3,3912.7
16954,20250509,23261,136,4,27,4,2476.95
