ReturnID,SaleID,ReasonKey,ReturnAmount
587,21356,4,2374.77
588,6446,2,673.35
589,4823,2,2783.25
590,29777,3,1635.39
591,19049,1,2365.9
592,19778,3,341.89
593,29564,1,2806.62
594,28835,3,2004.94
595,3387,4,834.25
596,22375,3,920.42
597,4279,1,803.86
598,12822,4,1614.11
599,7234,2,2576.34
600,13379,3,1666.79
601,2720,4,1425.37
602,826,1,2296.81
603,3006,3,1675.22
604,15832,3,2309.45
605,2861,3,851.02
606,16951,3,2939.53
607,22426,1,211.1
608,5642,2,1371.93
609,28286,1,2756.24
610,1398,2,417.27
611,4463,3,2180.6
612,18422,4,401.91
613,13745,4,2727.53
614,19796,3,2995.5
615,19694,2,528.38
616,10296,4,1950.1
617,14468,1,872.96
618,17017,1,1421.24
619,12688,1,2628.81
620,1313,1,2259.09
621,25384,3,2803.07
622,27019,1,2911.66
623,10008,3,1553.86
624,9569,1,1871.12
625,9100,1,2840.73
626,28637,4,285.47
627,11650,3,1288.95
628,28034,1,1570.74
629,4083,2,2049.55
630,2730,2,1294.11
631,1700,3,857.39
632,14032,2,1113.99
633,8109,1,271.1
634,4675,1,2951.89
635,12894,3,2960.89
636,2852,2,884.68
637,16335,1,256.58
638,15962,2,2787.02
639,14160,4,1515.54
640,2558,4,1372.89
641,16765,2,2762.51
642,21486,3,1259.27
643,6361,2,2798.88
644,115,2,1098.17
645,2482,3,2458.7
646,26672,2,2638.8
647,12786,4,1498.3
648,8725,1,2471.48
649,27840,1,671.23
650,10362,4,990.36
651,17686,3,2231.19
652,27291,2,2066.81
653,23867,1,2121.79
654,11241,4,372.15
655,23866,1,2199.47
656,28447,3,2873.07
657,20534,4,1906.97
658,1055,3,998.86
659,22706,1,2404.29
660,15081,4,1661.86
661,19891,1,1958.98
662,12267,4,2259.14
663,6396,2,1075.93
664,14650,3,2345.13
665,1367,1,699.77
666,18344,2,1567.36
667,25995,4,2107.38
668,6567,1,2513.48
669,24076,2,2223.69
670,15092,1,941.35
671,19389,1,1452.53
672,26487,3,2296.66
673,26040,1,2491.29
674,19505,2,1754.92
675,29859,3,2691.33
676,25937,1,433.13
677,18245,1,1575.67
678,19973,1,2860.61
679,20509,3,1488.99
680,29506,2,229.08
681,23390,4,985.07
682,26750,1,1619.3
683,14519,2,666.56
684,8130,4,235.37
685,26470,3,1549.35
686,23514,2,2274.73
687,9511,1,307.02
688,9182,2,2981.26
689,14335,4,1629.93
690,2672,4,664.94
691,16052,2,1679.92
692,8031,2,844.0
693,26270,2,1094.28
694,15364,1,1008.01
695,16234,1,607.2
696,25250,3,1018.06
697,18133,3,2684.81
698,12878,1,368.76
699,10105,4,1126.01
700,24611,2,415.43
701,7964,4,1694.5
702,27388,3,349.37
703,19094,1,439.8
704,129,3,532.98
705,16271,4,2129.43
706,28361,2,1443.78
707,6700,3,2268.79
708,10852,1,1771.51
709,9892,4,2596.27
710,12575,1,650.91
711,21970,1,2861.03
712,3135,1,773.01
713,15026,4,323.94
714,15603,4,772.48
715,5376,4,1132.83
716,12216,1,505.77
717,6324,3,2947.3
718,22035,4,1123.99
719,25091,4,1218.73
720,28052,4,415.48
721,26746,1,1928.46
722,22505,4,1783.28
723,7743,3,2853.37
724,14738,3,857.44
725,23711,3,2720.99
726,7452,4,1758.48
727,4835,4,2526.44
728,11463,1,970.28
729,20874,4,2163.81
730,29216,4,1203.95
731,3849,4,257.1
732,9048,1,574.2
733,17331,3,855.81
734,3120,4,419.2
735,22661,3,721.24
736,14024,1,1323.03
737,28262,1,1800.86
738,27525,2,2345.85
739,27933,4,873.42
740,16771,4,220.76
741,18506,3,1133.16
742,11166,1,1412.8
743,2655,2,1664.37
744,25916,4,1784.56
745,16290,3,481.33
746,20312,3,346.42
747,21496,3,2399.08
748,16236,4,587.54
749,3599,4,2174.87
750,6956,2,1364.43
751,3079,1,2861.18
752,22977,1,1187.04
753,24918,1,2154.11
754,8306,4,1660.66
755,5850,2,918.51
756,16460,4,2164.14
757,17827,1,1565.22
758,13815,2,975.28
759,4467,2,667.37
760,21705,3,978.06
761,23950,3,2313.1
762,10580,1,1151.69
763,25790,3,980.74
764,24760,3,881.43
765,2912,4,479.33
766,10298,3,1651.2
767,27930,3,438.03
768,24158,1,2522.48
769,6458,2,2615.52
770,27642,1,2757.78
771,18250,2,2310.66
772,17434,4,1350.75
773,23597,1,903.7
774,17448,2,2635.43
775,16726,3,2907.11
776,29456,2,2837.91
777,27502,2,861.73
778,7891,4,733.79
779,7310,1,2732.4
780,12988,4,2325.05
781,2838,4,1738.05
782,2733,4,2371.27
783,1216,1,810.86
784,21110,3,1818.24
785,18739,3,2732.57
786,1044,1,2830.15
787,17773,1,2240.33
788,21440,1,975.16
789,12425,4,2559.9
790,5930,3,2447.02
791,13855,3,622.49
792,4992,2,2077.78
793,3726,3,1094.75
794,18489,1,1683.98
795,17278,3,1467.15
796,25944,3,2457.7
797,14675,3,441.82
798,22242,1,478.4
799,27647,1,578.51
800,935,2,444.92
801,1700,1,1930.54
802,14836,3,1859.41
803,22157,2,761.32
804,19630,1,881.02
805,21184,1,1867.66
806,6208,4,622.16
807,25867,4,2226.72
808,13515,4,355.05
809,17203,2,2468.11
810,794,3,1418.83
811,14824,2,996.71
812,21446,2,2717.66
813,21073,2,1460.33
814,8401,2,2869.01
815,15428,4,1374.55
816,7839,3,1916.56
817,23751,1,1453.49
818,9927,1,2495.88
819,3179,3,1459.1
820,14511,4,1697.75
821,29868,2,2182.55
822,13668,2,525.57
823,16666,3,2310.38
824,3893,4,523.43
825,20936,4,1514.6
826,28175,4,2641.85
827,10843,1,1363.3
828,13445,4,2241.81
829,13935,3,1285.24
830,12530,1,2788.81
831,23513,3,1861.65
832,4898,1,2529.85
833,3656,4,927.7
834,22704,4,2893.99
835,11576,2,2490.07
836,1678,2,2819.42
837,1900,2,682.9
838,9888,3,244.75
839,16897,4,2223.17
840,16986,4,784.77
841,9243,2,898.64
842,10369,4,2006.3
843,22342,2,1252.41
844,27931,4,1923.61
845,24383,2,640.4
846,29602,2,2580.5
847,16026,3,906.04
848,9344,2,1678.57
849,13309,1,1270.48
850,11931,4,324.34
851,25489,3,2758.81
852,15421,1,2645.46
853,20069,3,2739.61
854,27383,4,523.53
855,3655,2,2084.67
856,3315,3,1551.03
857,2435,4,920.72
858,14872,2,2641.92
859,10006,1,2931.02
860,12520,2,2149.84
861,24300,2,860.83
862,24457,3,710.26
863,21576,2,805.12
864,29323,4,1625.46
865,25628,4,2301.21
866,4843,1,833.96
867,26741,3,795.13
868,1372,2,230.0
869,27797,1,2618.39
870,18945,2,2556.89
871,10593,3,242.23
872,13948,4,2662.95
873,29765,2,2258.21
874,21533,3,1941.59
875,23902,4,1208.87
876,4718,3,570.13
877,8282,2,2077.79
878,9533,2,623.95
879,18584,3,554.01
880,23596,2,1567.33
881,22896,1,930.69
882,29712,4,1755.8
883,5973,3,2076.5
884,26978,3,1745.24
885,10319,4,719.82
886,20426,3,1833.64
887,7111,1,788.23
888,13629,1,2432.87
889,2443,2,2392.35
890,28941,1,509.84
891,8684,1,1590.04
892,12164,1,2435.92
893,10637,1,2707.13
894,7361,2,1371.6
895,8168,4,2956.83
896,27076,4,1691.26
897,2813,2,1955.18
898,19492,1,1558.05
899,3670,1,1385.54
900,15205,3,2463.98
901,18740,3,2409.8
902,17334,1,2182.52
903,9230,4,2327.57
904,23671,3,819.78
905,3141,3,2727.33
906,11271,3,775.46
907,12377,4,2522.37
908,1777,4,2718.88
909,4598,3,1160.65
910,5726,3,955.39
911,634,3,1223.85
912,1031,4,804.82
913,8679,3,856.98
914,2285,2,1089.07
915,23793,3,2318.61
916,11335,1,1424.55
917,27721,4,445.44
918,5517,4,609.29
919,22686,2,1305.24
920,6885,3,785.48
921,2833,4,694.02
922,23801,4,2334.25
923,18238,2,1565.38
924,15599,1,1961.09
925,10514,2,1298.46
926,19946,3,1723.07
927,26710,3,2266.13
928,16434,2,2642.08
929,3317,1,981.43
930,29069,1,729.44
931,2274,1,2307.23
932,26717,1,1287.26
933,8167,4,1067.49
934,29919,1,2389.64
935,6536,2,866.03
936,19505,1,2011.81
937,25046,1,894.71
938,28908,3,1189.71
939,20890,2,1001.89
940,8958,1,2046.82
941,21134,3,2898.56
942,18296,3,1273.5
943,9137,3,1087.24
944,10725,2,506.77
945,18896,1,2066.36
946,9408,2,1019.15
947,2842,3,923.01
948,13783,3,1056.67
949,3673,4,1395.67
950,1618,3,1823.97
951,24949,2,2788.95
952,7117,2,1493.47
953,10636,3,840.23
954,25115,4,2924.54
955,4921,3,638.42
956,27642,1,2907.85
957,13904,1,899.89
958,4189,1,397.88
959,7077,1,1379.8
960,28205,1,1674.74
961,24820,3,952.28
962,8710,3,417.92
963,20251,4,1796.13
964,12841,1,1678.66
965,21370,3,1884.76
966,20141,2,989.56
967,29954,1,1883.83
968,9515,2,2296.64
969,6592,2,1693.73
970,7798,4,492.0
971,18250,3,2870.64
972,14760,4,1092.79
973,6654,3,865.65
974,28910,3,2999.35
975,27079,4,2671.82
976,13324,3,2741.32
977,15279,3,265.18
978,14213,4,1522.27
979,20050,4,2940.72
980,11661,2,1002.08
981,18340,1,2356.47
982,16201,3,2644.91
983,15771,2,541.95
984,12870,4,933.1
985,24961,3,876.21
986,7788,1,853.3
987,22703,3,2993.51
988,12866,1,1239.43
989,1391,2,938.98
990,13431,1,2347.2
991,6979,3,886.08
992,9322,1,1694.84
993,21064,4,1304.44
994,18898,4,1486.02
995,7456,4,964.58
996,22081,3,2957.08
997,8296,1,2718.16
998,19420,3,1356.06
999,17263,2,1164.94
1000,18338,1,1859.02
1001,9594,2,1390.7
1002,26133,4,220.11
1003,13731,4,469.64
1004,1786,4,1796.96
1005,6720,2,2470.94
1006,407,4,1339.23
1007,13452,3,799.77
1008,7212,2,1016.18
1009,3235,1,2863.86
1010,14195,1,1078.26
1011,11539,4,1640.82
1012,3238,4,1217.91
1013,8352,1,2977.64
1014,28235,2,1420.57
1015,26759,3,1935.54
1016,6420,3,663.01
1017,9107,1,1916.71
1018,18751,2,1796.75
1019,14896,2,518.25
1020,8297,4,2387.52
1021,1311,4,556.22
1022,28677,1,2029.85
1023,23027,4,2590.2
1024,11470,1,2327.25
1025,28842,1,1283.41
1026,23941,2,948.74
1027,23199,2,2043.23
1028,25783,1,1567.92
1029,16996,1,800.92
1030,5913,4,767.52
1031,6089,1,1678.54
1032,8436,3,1097.43
1033,18595,2,1841.02
1034,15537,2,1921.89
1035,28981,4,1573.65
1036,20333,4,2234.22
1037,17592,1,1484.55
1038,26246,3,1859.0
1039,7828,1,1781.3
1040,12902,1,1875.79
1041,10759,2,1601.35
1042,1848,3,1181.16
1043,17406,2,916.57
1044,26773,1,1785.9
1045,23168,3,1334.81
1046,26741,3,2179.88
1047,11801,2,2969.89
1048,4983,4,2893.72
1049,20411,2,1655.38
1050,1034,2,425.32
1051,3716,1,1951.66
1052,17029,4,1620.35
1053,13017,1,1430.26
1054,11418,1,1088.36
1055,363,3,1069.73
1056,14532,3,909.32
1057,6783,4,1631.07
1058,14835,1,1380.93
1059,359,4,204.52
1060,830,3,2907.73
1061,1508,2,2764.31
1062,8956,1,2797.02
1063,12423,1,2108.43
1064,27922,1,667.47
1065,26978,2,901.56
1066,5382,1,1260.19
1067,26723,4,1621.83
1068,27572,4,1125.35
1069,2940,2,1424.97
1070,19874,3,490.58
1071,14567,2,761.54
1072,29191,2,2192.7
1073,11949,2,1595.25
1074,15376,3,1326.24
1075,21626,4,2732.59
1076,16794,2,1529.45
1077,22979,3,1193.66
1078,2329,4,2374.63
1079,24586,1,1943.54
1080,18183,2,2097.17
1081,22225,2,2023.85
1082,21030,1,959.17
1083,29205,4,243.45
1084,5692,3,1994.86
1085,9027,3,723.19
1086,17664,3,2873.84
1087,18045,3,2384.09
1088,22860,1,731.05
1089,17499,3,2266.44
1090,21866,4,2355.52
1091,778,2,2493.18
1092,20723,4,2147.61
1093,11895,4,2318.27
1094,8279,4,1347.08
1095,1189,3,604.15
1096,7380,1,2890.74
1097,4864,2,616.35
1098,21340,2,1955.82
1099,7075,2,1770.68
1100,8809,3,2596.81
1101,9078,4,2580.04
1102,344,1,329.17
1103,20701,3,1552.59
1104,28545,1,2650.06
1105,25017,3,2461.7
1106,8332,3,280.97
1107,10254,2,696.03
1108,28748,2,673.77
1109,17074,3,2465.15
1110,25518,3,1560.93
1111,8357,1,565.92
1112,7124,4,1648.37
1113,2090,2,2396.24
1114,23615,4,294.74
1115,21381,4,1820.41
1116,29968,3,1096.34
1117,20371,2,1590.37
1118,12982,2,2366.03
1119,13329,4,667.48
1120,16315,4,584.95
1121,4962,2,2640.25
1122,5607,2,1768.49
1123,17314,1,2755.11
1124,19271,2,302.36
1125,4917,1,1577.13
1126,12586,3,2557.75
1127,10929,3,1325.77
1128,15499,1,1355.01
1129,18486,2,1399.12
1130,9119,3,289.45
1131,27451,3,2951.33
1132,22947,2,2252.64
1133,15483,2,1264.89
1134,26697,2,2544.18
1135,25379,3,328.39
1136,25918,4,2220.59
1137,19360,2,1783.53
1138,19918,3,1000.15
1139,26833,2,1332.93
1140,13759,4,2510.71
1141,7816,4,264.82
1142,21052,4,394.45
1143,1852,3,2736.86
1144,4961,3,2092.07
1145,26281,1,2627.29
1146,19950,3,2156.93
1147,23684,1,1512.24
1148,17211,3,230.35
1149,16672,4,591.89
1150,8696,2,2774.43
1151,19773,1,2395.64
1152,20770,2,2819.2
1153,26925,4,1735.52
1154,4208,1,1951.98
1155,25161,3,585.95
1156,14130,1,1690.2
1157,29158,4,476.5
1158,4336,3,2929.98
1159,1012,3,2712.78
1160,10000,4,2674.64
1161,17706,3,2162.69
1162,24775,1,911.53
1163,6873,2,2251.27
1164,26456,2,612.81
1165,9232,1,375.2
1166,15072,1,2228.57
1167,15965,3,929.53
1168,4985,1,1610.75
1169,14788,4,865.01
1170,6105,1,244.75
1171,16625,2,2899.65
1172,19010,1,262.01
1173,5235,4,2610.63
1174,19586,2,1701.73
1175,6196,3,2007.6
1176,25968,3,2861.49
1177,1029,4,827.02
